,City,Cloudiness,Country,Date,Humidity,Temp,Lat,Lng,Wind Speed
157,shelburne,98,CA,1619895583,41,59.0,44.0787,-80.2041,18.14
158,bredasdorp,100,ZA,1619895583,93,50.0,-34.5322,20.0403,2.3
159,gilbues,100,BR,1619895583,61,80.87,-9.8317,-45.3439,4.14
160,mehamn,100,NO,1619895583,82,33.39,71.0357,27.8492,16.02
161,celestun,5,MX,1619895584,50,89.04,20.8667,-90.4,9.42
162,igarka,100,RU,1619895584,95,27.99,67.4667,86.5833,7.92
163,san patricio,90,US,1619895584,94,77.0,28.017,-97.5169,11.5
164,port elizabeth,0,ZA,1619895584,82,57.2,-33.918,25.5701,3.44
165,puerto carreno,77,CO,1619895585,48,90.34,6.189,-67.4859,1.54
166,latung,0,PH,1619895585,71,83.55,5.5,120.8833,4.12
167,enid,90,US,1619895376,88,69.01,36.3956,-97.8784,14.97
168,filadelfia,20,US,1619895539,27,66.0,39.9523,-75.1638,10.36
169,flinders,100,AU,1619895585,89,57.0,-34.5833,150.8552,1.99
170,sorong,94,ID,1619895586,83,79.23,-0.8833,131.25,6.22
171,malanje,98,AO,1619895586,95,65.03,-9.5402,16.341,7.16
172,praia da vitoria,75,PT,1619895586,94,60.01,38.7333,-27.0667,20.65
173,norman wells,20,CA,1619895586,48,41.0,65.282,-126.8329,5.75
174,pemba,75,MZ,1619895587,78,80.6,-12.974,40.5178,11.5
175,van buren,75,US,1619895587,50,75.2,35.4368,-94.3483,9.22
176,severo-yeniseyskiy,100,RU,1619895587,94,30.25,60.3725,93.0408,9.35
177,bose,100,IT,1619895588,97,54.0,45.4612,8.0137,3.49
178,baghdad,0,IQ,1619895509,24,80.6,33.3406,44.4009,3.44
179,panguna,29,PG,1619895588,94,67.5,-6.3164,155.4848,1.05
180,newark,20,US,1619895337,29,64.99,40.7357,-74.1724,24.16
181,severo-kurilsk,100,RU,1619895588,97,35.74,50.6789,156.125,22.84
182,paamiut,14,GL,1619895589,58,39.69,61.994,-49.6678,2.44
183,longyearbyen,20,SJ,1619895589,63,19.4,78.2186,15.6401,12.66
184,teya,100,RU,1619895589,93,33.78,60.3778,92.6267,8.32
185,alta floresta,40,BR,1619895589,52,91.4,-9.8756,-56.0861,5.75
186,karratha,6,AU,1619895590,59,79.47,-20.7377,116.8463,5.41
187,taoudenni,0,ML,1619895590,19,95.34,22.6783,-3.9836,3.83
188,isangel,75,VU,1619895590,83,77.0,-19.55,169.2667,5.75
189,mandurah,0,AU,1619895480,75,55.0,-32.55,115.7,6.93
190,solnechnyy,100,RU,1619895590,92,32.18,50.7214,136.6319,7.83
191,nerchinskiy zavod,100,RU,1619895591,57,41.41,51.3088,119.61,5.91
192,codrington,100,AU,1619895591,76,59.4,-38.2667,141.9667,10.09
193,coihaique,75,CL,1619895591,62,53.6,-45.5752,-72.0662,10.36
194,rodrigues alves,75,BR,1619895592,51,89.6,-7.738,-72.6509,3.44
195,auray,0,FR,1619895592,76,50.0,47.6703,-2.9918,2.3
196,soyo,100,AO,1619895592,82,78.06,-6.1349,12.3689,9.19
197,sapele,100,NG,1619895592,87,79.63,5.8941,5.6767,6.46
198,nabire,100,ID,1619895593,92,75.09,-3.3667,135.4833,3.44
199,antofagasta,0,CL,1619895593,72,71.01,-23.65,-70.4,14.97
200,tombouctou,10,ML,1619895593,22,92.61,20.0,-3.0,4.81
201,port lincoln,100,AU,1619895593,69,61.61,-34.7333,135.8667,13.78
202,quatre cocos,20,MU,1619895594,94,75.0,-20.2078,57.7625,4.61
203,cidreira,0,BR,1619895594,62,70.57,-30.1811,-50.2056,11.86
204,manado,40,ID,1619895594,100,75.2,1.487,124.8455,1.14
205,douglas,1,US,1619895561,19,86.0,41.3,-96.167,18.41
206,maneadero,100,MX,1619895595,74,69.01,31.7167,-116.5667,3.0
207,pevek,100,RU,1619895595,94,9.0,69.7008,170.3133,8.48
208,sena madureira,94,BR,1619895595,48,88.93,-9.0656,-68.6569,1.05
209,ballitoville,75,ZA,1619895595,82,64.99,-29.539,31.2144,6.91
210,cam ranh,20,VN,1619895596,83,78.8,11.9214,109.1591,4.61
211,isiro,98,CD,1619895596,98,68.56,2.7739,27.616,3.78
212,cradock,0,ZA,1619895596,49,54.91,-32.1642,25.6192,2.82
213,barreirinha,91,BR,1619895597,75,83.57,-2.7933,-57.07,1.95
214,sayyan,100,YE,1619895597,82,55.2,15.1718,44.3244,8.21
215,college,75,US,1619895597,51,35.01,64.8569,-147.8028,3.0
216,dunedin,5,NZ,1619895572,51,47.57,-45.8742,170.5036,6.91
217,mount isa,7,AU,1619895597,59,64.4,-20.7333,139.5,3.44
218,airai,83,TL,1619895495,87,56.08,-8.9266,125.4092,3.02
219,portland,90,US,1619895525,62,57.99,45.5234,-122.6762,8.05
220,souillac,20,MU,1619895598,94,73.4,-20.5167,57.5167,4.61
221,kuhdasht,0,IR,1619895598,30,62.8,33.535,47.6061,8.43
222,kudahuvadhoo,25,MV,1619895598,66,83.52,2.6708,72.8944,3.85
223,vostok,11,RU,1619895599,91,29.41,46.4856,135.8833,2.21
224,east london,0,ZA,1619895599,88,57.2,-33.0153,27.9116,6.91
225,usinsk,100,RU,1619895599,97,35.47,65.9939,57.5281,20.11
226,dingzhou,0,CN,1619895437,57,46.4,38.5131,114.9956,4.72
227,moerai,36,PF,1619895600,63,74.91,-22.4333,-151.3333,14.43
228,florianopolis,75,BR,1619895600,57,77.0,-27.6146,-48.5012,11.5
229,lorengau,96,PG,1619895600,82,79.5,-2.0226,147.2712,1.48
230,korostyshiv,89,UA,1619895601,95,53.94,50.3172,29.0563,5.23
231,lebu,100,CL,1619895601,93,54.97,-37.6167,-73.65,12.33
232,ngaoundere,100,CM,1619895602,60,74.59,7.3167,13.5833,3.13
233,umm kaddadah,99,SD,1619895602,13,87.13,13.6017,26.6876,9.01
234,ndioum,0,SN,1619895603,16,102.2,16.5129,-14.6471,4.61
235,indramayu,93,ID,1619895430,80,80.92,-6.3264,108.32,7.16
236,hasaki,20,JP,1619895603,94,61.0,35.7333,140.8333,9.22
237,guerrero negro,12,MX,1619895604,50,75.0,27.9769,-114.0611,12.84
238,yeniseysk,98,RU,1619895604,91,35.76,58.4497,92.1703,2.59
239,boddam,75,GB,1619895391,76,44.6,57.4667,-1.7833,3.44
240,tias,40,ES,1619895429,49,71.6,28.9611,-13.645,16.11
241,apateu,0,RO,1619895605,73,73.4,46.6167,21.7833,5.75
242,lavrentiya,19,RU,1619895606,79,16.56,65.5833,-171.0,3.33
243,ponta delgada,75,PT,1619895607,88,60.8,37.7333,-25.6667,10.36
244,necochea,72,AR,1619895608,51,73.0,-38.5473,-58.7368,5.01
245,tezu,99,IN,1619895519,83,70.09,27.9167,96.1667,4.38
246,balabac,65,PH,1619895610,79,82.18,7.9868,117.0645,9.33
247,bam,100,IR,1619895611,55,69.06,29.106,58.357,1.01
248,broome,1,US,1619895611,40,55.99,42.2506,-75.833,9.22
249,cove,47,BJ,1619895612,69,83.28,7.221,2.3402,10.0
250,mucuri,69,BR,1619895612,64,77.38,-18.0864,-39.5508,13.73
251,el tigre,100,VE,1619895613,42,87.58,8.8875,-64.2454,9.53
252,kholodnyy,100,RU,1619895613,96,27.14,62.7167,147.95,1.16
253,victoria,95,HK,1619895492,85,79.0,22.2855,114.1577,3.42
254,vila velha,40,BR,1619895478,65,78.8,-20.3297,-40.2925,11.5
255,kemijarvi,55,FI,1619895614,88,26.4,66.7131,27.4306,6.93
256,vardo,100,NO,1619895614,79,33.73,70.3705,31.1107,14.38
257,nelson bay,100,AU,1619895614,100,55.99,-32.7167,152.15,7.83
258,zhigansk,100,RU,1619895615,98,28.06,66.7697,123.3711,8.19
259,saskylakh,100,RU,1619895615,97,29.98,71.9167,114.0833,2.33
260,leshukonskoye,7,RU,1619895616,71,28.9,64.8989,45.7622,8.9
261,novaya igirma,100,RU,1619895616,97,29.25,57.1334,103.9112,2.82
262,kisangani,100,CD,1619895617,98,69.49,0.5167,25.2,0.87
263,anloga,20,GH,1619895617,84,84.2,5.7947,0.8973,13.8
264,saldanha,0,ZA,1619895618,55,60.8,-33.0117,17.9442,5.75
265,yar-sale,100,RU,1619895618,93,21.6,66.8333,70.8333,12.39
266,aklavik,90,CA,1619895619,80,23.0,68.2191,-135.0107,10.36
267,ca mau,8,VN,1619895619,82,79.84,9.1769,105.15,5.17
268,riyadh,0,SA,1619895603,12,89.6,24.6877,46.7219,6.91
269,pangody,100,RU,1619895619,90,27.43,65.85,74.4859,7.67
270,constitucion,100,CL,1619895620,94,55.24,-35.3333,-72.4167,6.02
271,arandis,0,NA,1619895620,87,62.01,-22.4167,14.9667,3.0
272,stornoway,40,GB,1619895621,61,46.4,58.2093,-6.3865,9.22
273,rio gallegos,0,AR,1619895622,70,44.6,-51.6226,-69.2181,3.44
274,coahuayana,20,MX,1619895622,50,80.6,18.7333,-103.6833,8.46
275,chase,91,CA,1619895622,41,59.0,50.8165,-119.6857,2.3
276,morozovsk,27,RU,1619895623,84,58.05,48.3539,41.8261,7.11
277,leningradskiy,100,RU,1619895507,87,15.12,69.3833,178.4167,21.14
278,north bend,90,US,1619895563,71,55.0,43.4065,-124.2243,12.66
279,tabory,100,RU,1619895624,46,56.07,58.5198,64.5495,14.07
280,kaa-khem,100,RU,1619895624,86,39.58,51.6833,94.7333,3.36
281,aksu,100,CN,1619895570,23,71.65,41.1231,80.2644,1.16
282,teguldet,24,RU,1619895625,92,36.05,57.3064,88.1667,6.26
283,nome,90,US,1619895484,74,23.0,64.5011,-165.4064,11.5
284,ponta do sol,57,PT,1619895625,79,63.0,32.6667,-17.1,3.78
285,hirara,99,JP,1619895626,79,74.88,24.8,125.2833,6.91
286,los llanos de aridane,75,ES,1619895626,60,69.8,28.6585,-17.9182,12.66
287,arman,90,RU,1619895626,91,30.29,59.7,150.1667,3.69
288,narsaq,6,GL,1619895627,22,50.0,60.9167,-46.05,34.52
289,accra,100,GH,1619895488,76,83.97,5.556,-0.1969,14.41
290,tecoanapa,78,MX,1619895627,57,87.3,16.5167,-98.75,12.91
291,freistadt,40,AT,1619895628,63,60.8,48.511,14.5045,12.66
292,lienz,100,AT,1619895628,96,55.0,46.8289,12.769,3.27
293,yuanping,6,CN,1619895629,27,47.21,38.7153,112.7575,2.8
294,mendi,100,PG,1619895629,96,52.75,-6.1761,143.6513,2.89
295,fonte boa,40,BR,1619895630,71,81.37,-2.4959,-66.2662,6.22
296,coquimbo,0,CL,1619895630,48,66.2,-29.9533,-71.3436,11.5
297,anshun,94,CN,1619895631,88,64.0,26.25,105.9333,11.77
298,adrar,21,MR,1619895573,19,90.75,20.5022,-10.0711,14.58
299,gushikawa,20,JP,1619895631,88,68.0,26.3544,127.8686,5.75
300,liku,60,ID,1619895632,92,73.98,-0.7275,119.8922,3.58
301,skala fourkas,74,GR,1619895632,100,69.01,39.9998,23.3841,4.54
302,srednekolymsk,6,RU,1619895633,92,12.38,67.45,153.6833,6.02
303,bonavista,46,CA,1619895633,87,46.4,48.6499,-53.1147,10.36
304,mezen,100,RU,1619895634,75,28.87,65.8522,44.24,11.48
305,kosh-agach,100,RU,1619895634,75,25.97,50.0,88.6667,3.8
306,mandalgovi,98,MN,1619895635,30,45.54,45.7625,106.2708,18.57
307,tagusao,17,PH,1619895635,81,79.86,9.1924,117.8141,3.85
308,berbera,91,SO,1619895636,69,86.43,10.4396,45.0143,10.22
309,ariogala,0,LT,1619895636,46,46.4,55.2667,23.4667,5.75
310,akyab,0,MM,1619895398,76,81.16,20.15,92.9,5.44
311,miri,40,MY,1619895637,88,77.0,4.4148,114.0089,6.91
312,bay roberts,100,CA,1619895638,77,54.0,47.5999,-53.2648,7.0
313,novopavlovka,100,RU,1619895638,96,40.91,51.2172,109.2091,3.44
314,grand gaube,3,MU,1619895639,88,75.0,-20.0064,57.6608,3.0
315,morro bay,91,US,1619895639,44,73.99,35.3658,-120.8499,4.0
316,petropavlivka,100,UA,1619895640,73,62.06,48.4564,36.4367,5.41
317,hamilton,1,US,1619895423,34,69.01,39.1834,-84.5333,13.8
318,hukuntsi,0,BW,1619895640,31,61.03,-24.0,21.75,10.22
319,berlevag,100,NO,1619895640,86,33.26,70.8578,29.0864,21.77
320,carnarvon,100,AU,1619895641,73,68.0,-24.8667,113.6333,9.22
321,ixtapa,1,MX,1619895641,65,82.4,20.7,-105.2,9.22
322,juba,85,SS,1619895642,71,77.02,4.8517,31.5825,2.46
323,alofi,4,NU,1619895632,100,73.4,-19.0595,-169.9187,1.14
324,devrek,91,TR,1619895642,76,66.0,41.2192,31.9558,5.53
325,pribinic,20,BA,1619895643,52,69.8,44.6106,17.6906,3.44
326,sao joao da barra,20,BR,1619895643,73,75.2,-21.6403,-41.0511,6.91
327,arawa,26,PG,1619895644,88,75.87,-6.2132,155.5367,2.89
328,maturin,78,VE,1619895644,47,89.53,9.75,-63.1767,9.89
329,tiksi,100,RU,1619895645,99,19.24,71.6872,128.8694,2.06
330,manakara,8,MG,1619895645,92,74.64,-22.1333,48.0167,7.16
331,tura,14,IN,1619895646,71,71.73,25.5198,90.2201,4.72
332,langub,36,PH,1619895646,78,80.06,10.7981,123.5372,4.09
333,northam,7,GB,1619895647,75,48.99,51.0333,-4.2167,1.99
334,issenye,10,TZ,1619895647,89,65.82,-2.0,34.3333,1.59
335,riberalta,40,BO,1619895648,62,87.8,-10.9833,-66.1,5.75
336,bodden town,40,KY,1619895648,74,86.0,19.2833,-81.25,5.75
337,baglan,100,AF,1619895649,62,72.59,36.1307,68.7083,1.5
338,matara,66,LK,1619895500,86,78.67,5.9485,80.5353,2.62
339,devils lake,1,US,1619895505,27,73.99,48.1128,-98.8651,14.97
340,wiwili,40,NI,1619895649,47,82.4,13.6268,-85.8254,6.33
341,ust-maya,40,RU,1619895650,91,28.98,60.4167,134.5333,5.12
342,vanimo,100,PG,1619895650,88,77.05,-2.6741,141.3028,3.6
343,robertsport,61,LR,1619895651,81,82.99,6.7533,-11.3686,12.97
344,porangatu,100,BR,1619895651,52,84.06,-13.4408,-49.1486,6.11
345,khorixas,46,NA,1619895652,29,75.94,-20.3667,14.9667,5.95
346,la ronge,62,CA,1619895652,58,51.8,55.1001,-105.2842,9.22
347,lumeje,100,AO,1619895653,93,66.38,-11.55,20.7833,3.2
348,colesberg,0,ZA,1619895653,58,52.38,-30.72,25.0972,8.81
349,warrnambool,100,AU,1619895654,62,64.0,-38.3833,142.4833,5.99
350,moron,0,AR,1619895399,41,78.8,-34.6534,-58.6198,10.36
351,teeli,100,RU,1619895654,69,38.03,51.0333,90.2333,2.51
352,waddan,22,LY,1619895655,6,91.96,29.1614,16.139,13.78
353,luau,100,AO,1619895655,91,67.21,-10.7073,22.2247,2.71
354,port hardy,75,CA,1619895656,76,50.0,50.6996,-127.4199,5.75
355,comodoro rivadavia,40,AR,1619895656,28,68.0,-45.8667,-67.5,23.02
356,mackenzie,75,CA,1619895656,53,48.2,55.2999,-123.1698,4.61
357,russell,1,US,1619895453,29,80.6,32.3502,-85.1999,4.61
358,yulara,28,AU,1619895657,44,57.2,-25.2406,130.9889,8.05
359,soure,14,BR,1619895658,74,81.77,-0.7167,-48.5233,2.1
360,kahone,0,SN,1619895659,45,86.0,14.15,-16.0333,9.22
361,san lorenzo,0,PY,1619895635,51,82.4,-25.3333,-57.5333,3.44
362,springfield,77,US,1619895560,37,79.0,37.2153,-93.2982,7.0
363,havre-saint-pierre,90,CA,1619895659,46,51.8,50.2334,-63.5986,10.36
364,zelenets,75,RU,1619895660,87,37.4,61.8849,50.7489,4.47
365,porto novo,40,BJ,1619895660,79,86.0,6.4965,2.6036,14.97
366,watertown,1,US,1619895414,39,63.0,42.3709,-71.1828,17.27
367,jaicos,89,BR,1619895661,29,92.64,-7.3592,-41.1378,9.84
368,taltal,51,CL,1619895661,70,67.01,-25.4,-70.4833,6.29
369,saint george,1,US,1619895647,12,89.01,37.1041,-113.5841,3.44
370,brzeg dolny,75,PL,1619895662,71,51.8,51.273,16.7082,8.05
371,malanville,38,BJ,1619895662,15,99.63,11.8685,3.3899,7.16
372,pilar,40,BR,1619895653,69,80.6,-9.5972,-35.9567,10.36
373,lighthouse point,1,US,1619895663,48,93.2,26.2756,-80.0873,3.44
374,viransehir,0,TR,1619895663,31,67.06,37.2353,39.7631,13.22
375,aragarcas,75,BR,1619895664,74,80.6,-15.8975,-52.2508,2.3
376,xichang,100,CN,1619895664,77,60.71,27.8964,102.2634,2.3
377,bocas del toro,100,PA,1619895665,97,66.0,9.3333,-82.25,7.2
378,kuybyshevo,98,RU,1619895665,78,59.45,47.8123,38.9073,4.23
